year,year_ending,hbtreat_name,hospital_code,hospital_name,specialty,trend_type,value,covid_period
2018,31/03/2019,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,psychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,psychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,psychiatric,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,total,admissions,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,total,discharges,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,total,patients,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,total,stays,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,total,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,nonpsychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,nonpsychiatric,discharges,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,nonpsychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,nonpsychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,psychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,psychiatric,discharges,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,psychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,psychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A103H,Ayrshire Central Hospital,psychiatric,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A208H,Biggart Hospital,total,admissions,10,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A208H,Biggart Hospital,total,discharges,10,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A208H,Biggart Hospital,total,patients,10,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A208H,Biggart Hospital,total,stays,10,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A208H,Biggart Hospital,total,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A208H,Biggart Hospital,nonpsychiatric,admissions,10,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A208H,Biggart Hospital,nonpsychiatric,discharges,10,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A208H,Biggart Hospital,nonpsychiatric,patients,10,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A208H,Biggart Hospital,nonpsychiatric,stays,10,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A208H,Biggart Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A208H,Biggart Hospital,psychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A208H,Biggart Hospital,psychiatric,discharges,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A208H,Biggart Hospital,psychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A208H,Biggart Hospital,psychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A208H,Biggart Hospital,psychiatric,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,total,admissions,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,total,discharges,5,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,total,patients,5,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,total,stays,5,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,total,hospitalresidents,15,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,nonpsychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,nonpsychiatric,discharges,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,nonpsychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,nonpsychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,psychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,psychiatric,discharges,5,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,psychiatric,patients,5,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,psychiatric,stays,5,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A240V,Cumbrae Lodge,psychiatric,hospitalresidents,15,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,total,admissions,20,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,total,discharges,15,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,total,patients,15,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,total,stays,15,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,total,hospitalresidents,10,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,nonpsychiatric,admissions,15,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,nonpsychiatric,discharges,15,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,nonpsychiatric,patients,15,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,nonpsychiatric,stays,15,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,psychiatric,admissions,5,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,psychiatric,discharges,5,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,psychiatric,patients,5,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,psychiatric,stays,5,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A215H,East Ayrshire Community Hospital,psychiatric,hospitalresidents,10,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,total,admissions,20,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,total,discharges,20,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,total,patients,15,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,total,stays,20,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,total,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,nonpsychiatric,admissions,20,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,nonpsychiatric,discharges,20,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,nonpsychiatric,patients,15,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,nonpsychiatric,stays,20,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,psychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,psychiatric,discharges,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,psychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,psychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,psychiatric,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,total,admissions,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,total,discharges,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,total,patients,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,total,stays,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,total,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,nonpsychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,nonpsychiatric,discharges,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,nonpsychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,nonpsychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,psychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,psychiatric,discharges,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,psychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,psychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,psychiatric,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A210H,University Hospital Ayr,total,admissions,640,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A210H,University Hospital Ayr,total,discharges,640,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A210H,University Hospital Ayr,total,patients,335,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A210H,University Hospital Ayr,total,stays,390,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A210H,University Hospital Ayr,total,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A210H,University Hospital Ayr,nonpsychiatric,admissions,640,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A210H,University Hospital Ayr,nonpsychiatric,discharges,640,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A210H,University Hospital Ayr,nonpsychiatric,patients,335,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A210H,University Hospital Ayr,nonpsychiatric,stays,390,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A210H,University Hospital Ayr,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A210H,University Hospital Ayr,psychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A210H,University Hospital Ayr,psychiatric,discharges,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A210H,University Hospital Ayr,psychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A210H,University Hospital Ayr,psychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A210H,University Hospital Ayr,psychiatric,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,total,admissions,835,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,total,discharges,830,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,total,patients,440,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,total,stays,520,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,total,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,nonpsychiatric,admissions,835,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,nonpsychiatric,discharges,830,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,nonpsychiatric,patients,440,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,nonpsychiatric,stays,520,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,psychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,psychiatric,discharges,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,psychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,psychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse,psychiatric,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A217H,Woodland View,total,admissions,1045,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A217H,Woodland View,total,discharges,1040,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A217H,Woodland View,total,patients,800,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A217H,Woodland View,total,stays,925,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A217H,Woodland View,total,hospitalresidents,115,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A217H,Woodland View,nonpsychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A217H,Woodland View,nonpsychiatric,discharges,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A217H,Woodland View,nonpsychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A217H,Woodland View,nonpsychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A217H,Woodland View,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A217H,Woodland View,psychiatric,admissions,1040,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A217H,Woodland View,psychiatric,discharges,1040,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A217H,Woodland View,psychiatric,patients,800,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A217H,Woodland View,psychiatric,stays,920,Pre-COVID
2018,31/03/2019,NHS Ayrshire & Arran,A217H,Woodland View,psychiatric,hospitalresidents,115,Pre-COVID
2018,31/03/2019,NHS Borders,B120H,Borders General Hospital,total,admissions,535,Pre-COVID
2018,31/03/2019,NHS Borders,B120H,Borders General Hospital,total,discharges,540,Pre-COVID
2018,31/03/2019,NHS Borders,B120H,Borders General Hospital,total,patients,265,Pre-COVID
2018,31/03/2019,NHS Borders,B120H,Borders General Hospital,total,stays,290,Pre-COVID
2018,31/03/2019,NHS Borders,B120H,Borders General Hospital,total,hospitalresidents,15,Pre-COVID
2018,31/03/2019,NHS Borders,B120H,Borders General Hospital,nonpsychiatric,admissions,440,Pre-COVID
2018,31/03/2019,NHS Borders,B120H,Borders General Hospital,nonpsychiatric,discharges,440,Pre-COVID
2018,31/03/2019,NHS Borders,B120H,Borders General Hospital,nonpsychiatric,patients,200,Pre-COVID
2018,31/03/2019,NHS Borders,B120H,Borders General Hospital,nonpsychiatric,stays,225,Pre-COVID
2018,31/03/2019,NHS Borders,B120H,Borders General Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,NHS Borders,B120H,Borders General Hospital,psychiatric,admissions,95,Pre-COVID
2018,31/03/2019,NHS Borders,B120H,Borders General Hospital,psychiatric,discharges,100,Pre-COVID
2018,31/03/2019,NHS Borders,B120H,Borders General Hospital,psychiatric,patients,65,Pre-COVID
2018,31/03/2019,NHS Borders,B120H,Borders General Hospital,psychiatric,stays,65,Pre-COVID
2018,31/03/2019,NHS Borders,B120H,Borders General Hospital,psychiatric,hospitalresidents,15,Pre-COVID
2018,31/03/2019,NHS Borders,B129H,Borders Specialist Dementia Unit,total,admissions,5,Pre-COVID
2018,31/03/2019,NHS Borders,B129H,Borders Specialist Dementia Unit,total,discharges,5,Pre-COVID
2018,31/03/2019,NHS Borders,B129H,Borders Specialist Dementia Unit,total,patients,5,Pre-COVID
2018,31/03/2019,NHS Borders,B129H,Borders Specialist Dementia Unit,total,stays,5,Pre-COVID
2018,31/03/2019,NHS Borders,B129H,Borders Specialist Dementia Unit,total,hospitalresidents,10,Pre-COVID
2018,31/03/2019,NHS Borders,B129H,Borders Specialist Dementia Unit,nonpsychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Borders,B129H,Borders Specialist Dementia Unit,nonpsychiatric,discharges,0,Pre-COVID
2018,31/03/2019,NHS Borders,B129H,Borders Specialist Dementia Unit,nonpsychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Borders,B129H,Borders Specialist Dementia Unit,nonpsychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Borders,B129H,Borders Specialist Dementia Unit,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,NHS Borders,B129H,Borders Specialist Dementia Unit,psychiatric,admissions,5,Pre-COVID
2018,31/03/2019,NHS Borders,B129H,Borders Specialist Dementia Unit,psychiatric,discharges,5,Pre-COVID
2018,31/03/2019,NHS Borders,B129H,Borders Specialist Dementia Unit,psychiatric,patients,5,Pre-COVID
2018,31/03/2019,NHS Borders,B129H,Borders Specialist Dementia Unit,psychiatric,stays,5,Pre-COVID
2018,31/03/2019,NHS Borders,B129H,Borders Specialist Dementia Unit,psychiatric,hospitalresidents,10,Pre-COVID
2018,31/03/2019,NHS Borders,B104H,Galavale House,total,admissions,50,Pre-COVID
2018,31/03/2019,NHS Borders,B104H,Galavale House,total,discharges,45,Pre-COVID
2018,31/03/2019,NHS Borders,B104H,Galavale House,total,patients,30,Pre-COVID
2018,31/03/2019,NHS Borders,B104H,Galavale House,total,stays,30,Pre-COVID
2018,31/03/2019,NHS Borders,B104H,Galavale House,total,hospitalresidents,10,Pre-COVID
2018,31/03/2019,NHS Borders,B104H,Galavale House,nonpsychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Borders,B104H,Galavale House,nonpsychiatric,discharges,0,Pre-COVID
2018,31/03/2019,NHS Borders,B104H,Galavale House,nonpsychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Borders,B104H,Galavale House,nonpsychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Borders,B104H,Galavale House,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,NHS Borders,B104H,Galavale House,psychiatric,admissions,50,Pre-COVID
2018,31/03/2019,NHS Borders,B104H,Galavale House,psychiatric,discharges,45,Pre-COVID
2018,31/03/2019,NHS Borders,B104H,Galavale House,psychiatric,patients,30,Pre-COVID
2018,31/03/2019,NHS Borders,B104H,Galavale House,psychiatric,stays,30,Pre-COVID
2018,31/03/2019,NHS Borders,B104H,Galavale House,psychiatric,hospitalresidents,10,Pre-COVID
2018,31/03/2019,NHS Borders,B130H,Huntlyburn House,total,admissions,265,Pre-COVID
2018,31/03/2019,NHS Borders,B130H,Huntlyburn House,total,discharges,265,Pre-COVID
2018,31/03/2019,NHS Borders,B130H,Huntlyburn House,total,patients,200,Pre-COVID
2018,31/03/2019,NHS Borders,B130H,Huntlyburn House,total,stays,220,Pre-COVID
2018,31/03/2019,NHS Borders,B130H,Huntlyburn House,total,hospitalresidents,15,Pre-COVID
2018,31/03/2019,NHS Borders,B130H,Huntlyburn House,nonpsychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Borders,B130H,Huntlyburn House,nonpsychiatric,discharges,0,Pre-COVID
2018,31/03/2019,NHS Borders,B130H,Huntlyburn House,nonpsychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Borders,B130H,Huntlyburn House,nonpsychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Borders,B130H,Huntlyburn House,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,NHS Borders,B130H,Huntlyburn House,psychiatric,admissions,265,Pre-COVID
2018,31/03/2019,NHS Borders,B130H,Huntlyburn House,psychiatric,discharges,265,Pre-COVID
2018,31/03/2019,NHS Borders,B130H,Huntlyburn House,psychiatric,patients,200,Pre-COVID
2018,31/03/2019,NHS Borders,B130H,Huntlyburn House,psychiatric,stays,220,Pre-COVID
2018,31/03/2019,NHS Borders,B130H,Huntlyburn House,psychiatric,hospitalresidents,15,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y120H,Annan Hospital,total,admissions,0,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y120H,Annan Hospital,total,discharges,0,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y120H,Annan Hospital,total,patients,0,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y120H,Annan Hospital,total,stays,0,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y120H,Annan Hospital,total,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y120H,Annan Hospital,nonpsychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y120H,Annan Hospital,nonpsychiatric,discharges,0,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y120H,Annan Hospital,nonpsychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y120H,Annan Hospital,nonpsychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y120H,Annan Hospital,nonpsychiatric,hospitalresidents,NA,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y120H,Annan Hospital,psychiatric,admissions,0,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y120H,Annan Hospital,psychiatric,discharges,0,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y120H,Annan Hospital,psychiatric,patients,0,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y120H,Annan Hospital,psychiatric,stays,0,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y120H,Annan Hospital,psychiatric,hospitalresidents,0,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y101H,Castle Douglas Community Hospital,total,admissions,5,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y101H,Castle Douglas Community Hospital,total,discharges,5,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y101H,Castle Douglas Community Hospital,total,patients,5,Pre-COVID
2018,31/03/2019,NHS Dumfries & Galloway,Y101H,Castle Douglas Community Hospital,total,stays,5,Pre-COVID
